"date","survey_type","observers","daily_sheet","run","bay","direction_travel","dist_travel_m","run_time_sec","vessel_speed_mps","current_speed_mps","time_block","set_start","set_end","NEW_set_start","NEW_set_end","run_time","shift_seg","trap_type","depth_ft","mod_stat","sockeye_smolt_total","sockeye_smolt_release","sockeye_fry_total","sockeye_fry_release","comments_tally","USID","env_index","RPM","time","wx_description","cc_perc","brightness","precipitation","surface_chop","water_temp_C","air_temp_C","water_clarity_in","debris","flow_in","flow_out","flow_ms","flow_diff","comments_env","discharge_m3s","run_time_min","vt_net_type","species_ID_field","life_stage_field","ID","DNA_vial","fork_mm","size_class_mm","weight_g","AFC","histo_sample","histo_jar","spag_tag","comments_bio","Verified","fish_ID_DNA","GSI_submitted","reason_not_submitted","GSI_processed","reason_not_processed","GSI_received","reason_not_received","species_ID_DNA","ID_error","ID_current_20180327","tally_df_adj","fish_ID_DNA2","CU1_number","CU1_name","CU1_prob","CU2_number","CU2_name","CU2_prob","CU3_number","CU3_name","CU3_prob","CU4_number","CU4_name","CU4_prob","CU5_number","CU5_name","CU5_prob","fish_ID_test1","fish_ID_test2","CU_assgn1_60","CU_diff_assgn1_2","CU_diff_assgn1_2_20","CU_rule","CU_assigned","CU_chilko_combo_prob","CU_chilko_combo_method","CU_chilko_gr_th_60","CU_final","UFID"
2017-05-10,"8 Hrs","CK/GB/LK/KL/GB/MT",1,"R1","B6","DS",371,978,-0.379,1.379,"06:00-06:59",638,653,"6:38","6:53","0:15",1,"RST",0,"n/a",90,34,0,0,"No AFC on released Sockeye / 56 Sockeye sampled - RST / 10 Sockeye sampled - IPT","20170510-R1-B6-RST-0","20170510-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",1797,1797,88,"85-89",NA,"N","",NA,NA,"","YES","1797","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",1797,3,"Chilko (ES)",0.5,4,"Chilko (S)",0.49,2,"Bowron (ES)",0.01,11,"Kamloops (S)",0,12,"Lilloet-Harrison (L)",0,NA,NA,"No","0.01","No","Neither","Unconfirmed","1 (ES) + 2 (S)",0.99,"Yes","Chilko Combined","2017-1797"
2017-05-10,"8 Hrs","CK/GB/LK/KL/GB/MT",1,"R1","B6","DS",371,978,-0.379,1.379,"06:00-06:59",638,653,"6:38","6:53","0:15",1,"RST",0,"n/a",90,34,0,0,"No AFC on released Sockeye / 56 Sockeye sampled - RST / 10 Sockeye sampled - IPT","20170510-R1-B6-RST-0","20170510-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",1798,1798,89,"85-89",NA,"N","",NA,NA,"","YES","1798","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",1798,4,"Chilko (S)",0.82,11,"Kamloops (S)",0.12,3,"Chilko (ES)",0.05,7,"Francois-Fraser (S)",0,1,"Anderson-Seton (ES)",0,NA,NA,"Yes","0.7","Yes","60 Trigger","Chilko (S)",NA,NA,NA,"Chilko (S)","2017-1798"
2017-05-10,"8 Hrs","CK/GB/LK/KL/GB/MT",1,"R1","B6","DS",371,978,-0.379,1.379,"06:00-06:59",638,653,"6:38","6:53","0:15",1,"RST",0,"n/a",90,34,0,0,"No AFC on released Sockeye / 56 Sockeye sampled - RST / 10 Sockeye sampled - IPT","20170510-R1-B6-RST-0","20170510-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",1799,1799,74,"70-74",NA,"N","",NA,NA,"","YES","1799","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",1799,4,"Chilko (S)",0.96,3,"Chilko (ES)",0.03,21,"Takla-Trembleur (EStu)",0,11,"Kamloops (S)",0,NA,"",NA,NA,NA,"Yes","0.93","Yes","60 Trigger","Chilko (S)",NA,NA,NA,"Chilko (S)","2017-1799"
2017-05-10,"8 Hrs","CK/GB/LK/KL/GB/MT",1,"R1","B6","DS",371,978,-0.379,1.379,"06:00-06:59",638,653,"6:38","6:53","0:15",1,"RST",0,"n/a",90,34,0,0,"No AFC on released Sockeye / 56 Sockeye sampled - RST / 10 Sockeye sampled - IPT","20170510-R1-B6-RST-0","20170510-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",1800,1800,90,"90-94",NA,"N","",NA,NA,"","YES","1800","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",1800,4,"Chilko (S)",0.81,22,"Takla-Trembleur-Stuart (S)",0.14,21,"Takla-Trembleur (EStu)",0.02,13,"Nadina-Francois (ES)",0.01,2,"Bowron (ES)",0.01,NA,NA,"Yes","0.67","Yes","60 Trigger","Chilko (S)",NA,NA,NA,"Chilko (S)","2017-1800"
2017-05-10,"8 Hrs","CK/GB/LK/KL/GB/MT",1,"R1","B6","DS",371,978,-0.379,1.379,"06:00-06:59",638,653,"6:38","6:53","0:15",1,"RST",0,"n/a",90,34,0,0,"No AFC on released Sockeye / 56 Sockeye sampled - RST / 10 Sockeye sampled - IPT","20170510-R1-B6-RST-0","20170510-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",1801,1801,87,"85-89",NA,"N","",NA,NA,"","YES","1801","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",1801,4,"Chilko (S)",0.99,3,"Chilko (ES)",0.01,23,"Taseko (ES)",0,7,"Francois-Fraser (S)",0,NA,"",NA,NA,NA,"Yes","0.98","Yes","60 Trigger","Chilko (S)",NA,NA,NA,"Chilko (S)","2017-1801"
2017-05-10,"8 Hrs","CK/GB/LK/KL/GB/MT",1,"R1","B6","DS",371,978,-0.379,1.379,"06:00-06:59",638,653,"6:38","6:53","0:15",1,"RST",0,"n/a",90,34,0,0,"No AFC on released Sockeye / 56 Sockeye sampled - RST / 10 Sockeye sampled - IPT","20170510-R1-B6-RST-0","20170510-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",1802,1802,84,"80-84",NA,"N","",NA,NA,"","YES","1802","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",1802,3,"Chilko (ES)",0.7,4,"Chilko (S)",0.3,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,"Yes","0.4","Yes","60 Trigger","Chilko (ES)",NA,NA,NA,"Chilko (ES)","2017-1802"
2017-05-10,"8 Hrs","CK/GB/LK/KL/GB/MT",1,"R1","B6","DS",371,978,-0.379,1.379,"06:00-06:59",638,653,"6:38","6:53","0:15",1,"RST",0,"n/a",90,34,0,0,"No AFC on released Sockeye / 56 Sockeye sampled - RST / 10 Sockeye sampled - IPT","20170510-R1-B6-RST-0","20170510-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",1803,1803,92,"90-94",NA,"N","",NA,NA,"","YES","1803","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",1803,3,"Chilko (ES)",0.69,4,"Chilko (S)",0.31,7,"Francois-Fraser (S)",0,17,"Quesnel (S)",0,NA,"",NA,NA,NA,"Yes","0.38","Yes","60 Trigger","Chilko (ES)",NA,NA,NA,"Chilko (ES)","2017-1803"
2017-05-10,"8 Hrs","CK/GB/LK/KL/GB/MT",1,"R1","B6","DS",371,978,-0.379,1.379,"06:00-06:59",638,653,"6:38","6:53","0:15",1,"RST",0,"n/a",90,34,0,0,"No AFC on released Sockeye / 56 Sockeye sampled - RST / 10 Sockeye sampled - IPT","20170510-R1-B6-RST-0","20170510-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",1804,1804,83,"80-84",NA,"N","",NA,NA,"","YES","1804","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",1804,4,"Chilko (S)",1,2,"Bowron (ES)",0,17,"Quesnel (S)",0,NA,"",NA,NA,"",NA,NA,NA,"Yes","1","Yes","60 Trigger","Chilko (S)",NA,NA,NA,"Chilko (S)","2017-1804"
2017-05-10,"8 Hrs","CK/GB/LK/KL/GB/MT",1,"R1","B6","DS",371,978,-0.379,1.379,"06:00-06:59",638,653,"6:38","6:53","0:15",1,"RST",0,"n/a",90,34,0,0,"No AFC on released Sockeye / 56 Sockeye sampled - RST / 10 Sockeye sampled - IPT","20170510-R1-B6-RST-0","20170510-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",1805,1805,80,"80-84",NA,"N","",NA,NA,"","YES","1805","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",1805,4,"Chilko (S)",0.7,3,"Chilko (ES)",0.3,11,"Kamloops (S)",0,NA,"",NA,NA,"",NA,NA,NA,"Yes","0.4","Yes","60 Trigger","Chilko (S)",NA,NA,NA,"Chilko (S)","2017-1805"
2017-05-10,"8 Hrs","CK/GB/LK/KL/GB/MT",1,"R1","B6","DS",371,978,-0.379,1.379,"06:00-06:59",638,653,"6:38","6:53","0:15",1,"RST",0,"n/a",90,34,0,0,"No AFC on released Sockeye / 56 Sockeye sampled - RST / 10 Sockeye sampled - IPT","20170510-R1-B6-RST-0","20170510-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",1806,1806,78,"75-79",NA,"N","",NA,NA,"","YES","1806","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",1806,4,"Chilko (S)",0.95,3,"Chilko (ES)",0.05,17,"Quesnel (S)",0,NA,"",NA,NA,"",NA,NA,NA,"Yes","0.9","Yes","60 Trigger","Chilko (S)",NA,NA,NA,"Chilko (S)","2017-1806"
2017-05-10,"8 Hrs","CK/GB/LK/KL/GB/MT",1,"R1","B6","DS",371,978,-0.379,1.379,"06:00-06:59",638,653,"6:38","6:53","0:15",1,"RST",0,"n/a",90,34,0,0,"No AFC on released Sockeye / 56 Sockeye sampled - RST / 10 Sockeye sampled - IPT","20170510-R1-B6-RST-0","20170510-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",1807,1807,89,"85-89",NA,"N","",NA,NA,"","YES","1807","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",1807,3,"Chilko (ES)",0.67,4,"Chilko (S)",0.3,11,"Kamloops (S)",0.03,7,"Francois-Fraser (S)",0,NA,"",NA,NA,NA,"Yes","0.37","Yes","60 Trigger","Chilko (ES)",NA,NA,NA,"Chilko (ES)","2017-1807"
2017-05-10,"8 Hrs","CK/GB/LK/KL/GB/MT",1,"R1","B6","DS",371,978,-0.379,1.379,"06:00-06:59",638,653,"6:38","6:53","0:15",1,"RST",0,"n/a",90,34,0,0,"No AFC on released Sockeye / 56 Sockeye sampled - RST / 10 Sockeye sampled - IPT","20170510-R1-B6-RST-0","20170510-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",1808,1808,86,"85-89",NA,"N","",NA,NA,"","YES","1808","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",1808,4,"Chilko (S)",0.9,23,"Taseko (ES)",0.07,3,"Chilko (ES)",0.03,7,"Francois-Fraser (S)",0,17,"Quesnel (S)",0,NA,NA,"Yes","0.83","Yes","60 Trigger","Chilko (S)",NA,NA,NA,"Chilko (S)","2017-1808"
2017-05-10,"8 Hrs","CK/GB/LK/KL/GB/MT",1,"R1","B6","DS",371,978,-0.379,1.379,"06:00-06:59",638,653,"6:38","6:53","0:15",1,"RST",0,"n/a",90,34,0,0,"No AFC on released Sockeye / 56 Sockeye sampled - RST / 10 Sockeye sampled - IPT","20170510-R1-B6-RST-0","20170510-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",1809,1809,87,"85-89",NA,"N","",NA,NA,"","YES","1809","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",1809,4,"Chilko (S)",1,3,"Chilko (ES)",0,21,"Takla-Trembleur (EStu)",0,NA,"",NA,NA,"",NA,NA,NA,"Yes","1","Yes","60 Trigger","Chilko (S)",NA,NA,NA,"Chilko (S)","2017-1809"
2017-05-10,"8 Hrs","CK/GB/LK/KL/GB/MT",1,"R1","B6","DS",371,978,-0.379,1.379,"06:00-06:59",638,653,"6:38","6:53","0:15",1,"RST",0,"n/a",90,34,0,0,"No AFC on released Sockeye / 56 Sockeye sampled - RST / 10 Sockeye sampled - IPT","20170510-R1-B6-RST-0","20170510-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",1810,1810,88,"85-89",NA,"N","",NA,NA,"","YES","1810","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",1810,4,"Chilko (S)",1,11,"Kamloops (S)",0,7,"Francois-Fraser (S)",0,3,"Chilko (ES)",0,NA,"",NA,NA,NA,"Yes","1","Yes","60 Trigger","Chilko (S)",NA,NA,NA,"Chilko (S)","2017-1810"
2017-05-10,"8 Hrs","CK/GB/LK/KL/GB/MT",1,"R1","B6","DS",371,978,-0.379,1.379,"06:00-06:59",638,653,"6:38","6:53","0:15",1,"RST",0,"n/a",90,34,0,0,"No AFC on released Sockeye / 56 Sockeye sampled - RST / 10 Sockeye sampled - IPT","20170510-R1-B6-RST-0","20170510-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",1811,1811,89,"85-89",NA,"N","",NA,NA,"","YES","1811","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",1811,4,"Chilko (S)",0.57,3,"Chilko (ES)",0.39,17,"Quesnel (S)",0.03,22,"Takla-Trembleur-Stuart (S)",0.01,7,"Francois-Fraser (S)",0,NA,NA,"No","0.18","No","Neither","Unconfirmed","1 (S) + 2 (ES)",0.96,"Yes","Chilko Combined","2017-1811"
2017-05-10,"8 Hrs","CK/GB/LK/KL/GB/MT",1,"R1","B6","DS",371,978,-0.379,1.379,"06:00-06:59",638,653,"6:38","6:53","0:15",1,"RST",0,"n/a",90,34,0,0,"No AFC on released Sockeye / 56 Sockeye sampled - RST / 10 Sockeye sampled - IPT","20170510-R1-B6-RST-0","20170510-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",1812,1812,95,"95-99",NA,"N","",NA,NA,"","YES","1812","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",1812,4,"Chilko (S)",0.55,3,"Chilko (ES)",0.37,9,"Harrison U/S (L)",0.07,10,"Harrison River (L)",0.01,20,"Shuswap Complex (L)",0,NA,NA,"No","0.18","No","Neither","Unconfirmed","1 (S) + 2 (ES)",0.92,"Yes","Chilko Combined","2017-1812"
2017-05-10,"8 Hrs","CK/GB/LK/KL/GB/MT",1,"R1","B6","DS",371,978,-0.379,1.379,"06:00-06:59",638,653,"6:38","6:53","0:15",1,"RST",0,"n/a",90,34,0,0,"No AFC on released Sockeye / 56 Sockeye sampled - RST / 10 Sockeye sampled - IPT","20170510-R1-B6-RST-0","20170510-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",1813,1813,90,"90-94",NA,"N","",NA,NA,"","YES","1813","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",1813,4,"Chilko (S)",0.75,3,"Chilko (ES)",0.25,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,"Yes","0.5","Yes","60 Trigger","Chilko (S)",NA,NA,NA,"Chilko (S)","2017-1813"
2017-05-10,"8 Hrs","CK/GB/LK/KL/GB/MT",1,"R1","B6","DS",371,978,-0.379,1.379,"06:00-06:59",638,653,"6:38","6:53","0:15",1,"RST",0,"n/a",90,34,0,0,"No AFC on released Sockeye / 56 Sockeye sampled - RST / 10 Sockeye sampled - IPT","20170510-R1-B6-RST-0","20170510-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",1814,1814,84,"80-84",NA,"N","",NA,NA,"","YES","1814","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",1814,4,"Chilko (S)",0.88,3,"Chilko (ES)",0.1,17,"Quesnel (S)",0.01,11,"Kamloops (S)",0,22,"Takla-Trembleur-Stuart (S)",0,NA,NA,"Yes","0.78","Yes","60 Trigger","Chilko (S)",NA,NA,NA,"Chilko (S)","2017-1814"
2017-05-10,"8 Hrs","CK/GB/LK/KL/GB/MT",1,"R1","B6","DS",371,978,-0.379,1.379,"06:00-06:59",638,653,"6:38","6:53","0:15",1,"RST",0,"n/a",90,34,0,0,"No AFC on released Sockeye / 56 Sockeye sampled - RST / 10 Sockeye sampled - IPT","20170510-R1-B6-RST-0","20170510-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",1815,1815,80,"80-84",NA,"N","",NA,NA,"","YES","1815","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",1815,4,"Chilko (S)",0.99,17,"Quesnel (S)",0.01,11,"Kamloops (S)",0,3,"Chilko (ES)",0,NA,"",NA,NA,NA,"Yes","0.98","Yes","60 Trigger","Chilko (S)",NA,NA,NA,"Chilko (S)","2017-1815"
2017-05-10,"8 Hrs","CK/GB/LK/KL/GB/MT",1,"R1","B6","DS",371,978,-0.379,1.379,"06:00-06:59",638,653,"6:38","6:53","0:15",1,"RST",0,"n/a",90,34,0,0,"No AFC on released Sockeye / 56 Sockeye sampled - RST / 10 Sockeye sampled - IPT","20170510-R1-B6-RST-0","20170510-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",1816,1816,90,"90-94",NA,"N","",NA,NA,"","YES","1816","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",1816,4,"Chilko (S)",1,3,"Chilko (ES)",0,17,"Quesnel (S)",0,NA,"",NA,NA,"",NA,NA,NA,"Yes","1","Yes","60 Trigger","Chilko (S)",NA,NA,NA,"Chilko (S)","2017-1816"
2017-05-10,"8 Hrs","CK/GB/LK/KL/GB/MT",1,"R1","B6","DS",371,978,-0.379,1.379,"06:00-06:59",638,653,"6:38","6:53","0:15",1,"RST",0,"n/a",90,34,0,0,"No AFC on released Sockeye / 56 Sockeye sampled - RST / 10 Sockeye sampled - IPT","20170510-R1-B6-RST-0","20170510-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",1817,1817,79,"75-79",NA,"N","",NA,NA,"","YES","1817","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",1817,4,"Chilko (S)",0.98,3,"Chilko (ES)",0.02,11,"Kamloops (S)",0.01,20,"Shuswap Complex (L)",0,23,"Taseko (ES)",0,NA,NA,"Yes","0.96","Yes","60 Trigger","Chilko (S)",NA,NA,NA,"Chilko (S)","2017-1817"
2017-05-10,"8 Hrs","CK/GB/LK/KL/GB/MT",1,"R1","B6","DS",371,978,-0.379,1.379,"06:00-06:59",638,653,"6:38","6:53","0:15",1,"RST",0,"n/a",90,34,0,0,"No AFC on released Sockeye / 56 Sockeye sampled - RST / 10 Sockeye sampled - IPT","20170510-R1-B6-RST-0","20170510-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",1818,1818,75,"75-79",NA,"N","",NA,NA,"","YES","1818","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",1818,4,"Chilko (S)",1,3,"Chilko (ES)",0,7,"Francois-Fraser (S)",0,NA,"",NA,NA,"",NA,NA,NA,"Yes","1","Yes","60 Trigger","Chilko (S)",NA,NA,NA,"Chilko (S)","2017-1818"
2017-05-10,"8 Hrs","CK/GB/LK/KL/GB/MT",1,"R1","B6","DS",371,978,-0.379,1.379,"06:00-06:59",638,653,"6:38","6:53","0:15",1,"RST",0,"n/a",90,34,0,0,"No AFC on released Sockeye / 56 Sockeye sampled - RST / 10 Sockeye sampled - IPT","20170510-R1-B6-RST-0","20170510-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",1819,1819,85,"85-89",NA,"N","",NA,NA,"","YES","1819","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",1819,4,"Chilko (S)",0.96,3,"Chilko (ES)",0.04,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,"Yes","0.92","Yes","60 Trigger","Chilko (S)",NA,NA,NA,"Chilko (S)","2017-1819"
2017-05-10,"8 Hrs","CK/GB/LK/KL/GB/MT",1,"R1","B6","DS",371,978,-0.379,1.379,"06:00-06:59",638,653,"6:38","6:53","0:15",1,"RST",0,"n/a",90,34,0,0,"No AFC on released Sockeye / 56 Sockeye sampled - RST / 10 Sockeye sampled - IPT","20170510-R1-B6-RST-0","20170510-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",1820,1820,90,"90-94",NA,"N","",NA,NA,"","YES","1820","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",1820,4,"Chilko (S)",0.97,3,"Chilko (ES)",0.02,11,"Kamloops (S)",0.01,17,"Quesnel (S)",0,18,"Seton (L)",0,NA,NA,"Yes","0.95","Yes","60 Trigger","Chilko (S)",NA,NA,NA,"Chilko (S)","2017-1820"
2017-05-10,"8 Hrs","CK/GB/LK/KL/GB/MT",1,"R1","B6","DS",371,978,-0.379,1.379,"06:00-06:59",638,653,"6:38","6:53","0:15",1,"RST",0,"n/a",90,34,0,0,"No AFC on released Sockeye / 56 Sockeye sampled - RST / 10 Sockeye sampled - IPT","20170510-R1-B6-RST-0","20170510-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",1821,1821,89,"85-89",NA,"N","",NA,NA,"","YES","1821","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",1821,11,"Kamloops (S)",1,4,"Chilko (S)",0,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,"Yes","1","Yes","60 Trigger","Kamloops (S)",NA,NA,NA,"Kamloops (S)","2017-1821"
2017-05-10,"8 Hrs","CK/GB/LK/KL/GB/MT",1,"R1","B6","DS",371,978,-0.379,1.379,"06:00-06:59",638,653,"6:38","6:53","0:15",1,"RST",0,"n/a",90,34,0,0,"No AFC on released Sockeye / 56 Sockeye sampled - RST / 10 Sockeye sampled - IPT","20170510-R1-B6-RST-0","20170510-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",1822,1822,83,"80-84",NA,"N","",NA,NA,"","YES","1822","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",1822,4,"Chilko (S)",0.78,17,"Quesnel (S)",0.16,3,"Chilko (ES)",0.06,7,"Francois-Fraser (S)",0,NA,"",NA,NA,NA,"Yes","0.62","Yes","60 Trigger","Chilko (S)",NA,NA,NA,"Chilko (S)","2017-1822"
2017-05-10,"8 Hrs","CK/GB/LK/KL/GB/MT",1,"R1","B6","DS",371,978,-0.379,1.379,"06:00-06:59",638,653,"6:38","6:53","0:15",1,"RST",0,"n/a",90,34,0,0,"No AFC on released Sockeye / 56 Sockeye sampled - RST / 10 Sockeye sampled - IPT","20170510-R1-B6-RST-0","20170510-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",1823,1823,91,"90-94",NA,"N","",NA,NA,"","YES","1823","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",1823,4,"Chilko (S)",0.65,3,"Chilko (ES)",0.25,7,"Francois-Fraser (S)",0.1,14,"Nahatlatch (ES)",0,11,"Kamloops (S)",0,NA,NA,"Yes","0.4","Yes","60 Trigger","Chilko (S)",NA,NA,NA,"Chilko (S)","2017-1823"
2017-05-10,"8 Hrs","CK/GB/LK/KL/GB/MT",1,"R1","B6","DS",371,978,-0.379,1.379,"06:00-06:59",638,653,"6:38","6:53","0:15",1,"RST",0,"n/a",90,34,0,0,"No AFC on released Sockeye / 56 Sockeye sampled - RST / 10 Sockeye sampled - IPT","20170510-R1-B6-RST-0","20170510-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",1824,1824,84,"80-84",NA,"N","",NA,NA,"","YES","1824","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",1824,4,"Chilko (S)",0.96,11,"Kamloops (S)",0.02,17,"Quesnel (S)",0.02,3,"Chilko (ES)",0,20,"Shuswap Complex (L)",0,NA,NA,"Yes","0.94","Yes","60 Trigger","Chilko (S)",NA,NA,NA,"Chilko (S)","2017-1824"
2017-05-10,"8 Hrs","CK/GB/LK/KL/GB/MT",1,"R1","B6","DS",371,978,-0.379,1.379,"06:00-06:59",638,653,"6:38","6:53","0:15",1,"RST",0,"n/a",90,34,0,0,"No AFC on released Sockeye / 56 Sockeye sampled - RST / 10 Sockeye sampled - IPT","20170510-R1-B6-RST-0","20170510-R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"n/a","Sockeye","Yearling",1825,1825,92,"90-94",NA,"N","",NA,NA,"","YES","1825","Yes",NA,"Yes",NA,"Yes",NA,"Sockeye","No","Sockeye","No",1825,4,"Chilko (S)",0.77,3,"Chilko (ES)",0.22,23,"Taseko (ES)",0.01,11,"Kamloops (S)",0,17,"Quesnel (S)",0,NA,NA,"Yes","0.55","Yes","60 Trigger","Chilko (S)",NA,NA,NA,"Chilko (S)","2017-1825"
